2026-07-09 18:21:09.191 30082-30082 ComputilityLevel        com.yuki.yukihub                     I  getComputilityLevel(): 4
2026-07-09 18:21:09.191 30082-30082 DecorViewImmersiveImpl  com.yuki.yukihub                     D  getWindowType: 2 title:com.yuki.yukihub/com.apps.LauncherActivity
2026-07-09 18:21:09.191 30082-30082 MiuiNBIManagerImpl      com.yuki.yukihub                     D  mRemote has already been created
2026-07-09 18:21:09.191 30082-30082 DecorViewImmersiveImpl  com.yuki.yukihub                     D  isNBIEnable=false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =152 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =152 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =0 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =152 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =152 hasIntersection =false
2026-07-09 18:21:09.192 30082-30082 InsetsSource            com.yuki.yukihub                     W  Has no intersection or mTmpFrame.height(), return Insets.NONE mTmpFrame.height() =152 hasIntersection =false
